,Rowid_,VALUE,COUNT,ISO_AG11_15,GT_DEM,PMEAN_ALL,TMAX8,TMEAN_ALL,DTMEAN8_12,P_N,INT_CNL_EUC,R2
283186,,283187,1,15,205,40,246,144,77,0,772999936,1
283388,,283389,1,58,998,28,315,144,172,0,9000000,1
283395,,283396,1,58,960,26,321,148,178,0,4999999,1
283424,,283425,1,31,362,49,264,140,97,0,313000032,1
283728,,283729,1,12,495,47,266,143,95,0,163999984,1
283983,,283984,1,46,771,54,287,139,126,0,257000000,1
284060,,284061,1,19,182,39,264,153,91,0,2000000,1
284190,,284191,1,188,1886,27,289,119,186,0,25000000,1
284278,,284279,1,58,897,32,320,150,168,0,129999992,1
284312,,284313,1,46,928,54,282,134,127,0,105999992,1
284368,,284369,1,46,1025,42,291,133,146,0,117000008,1
284519,,284520,1,189,823,24,334,156,183,0,148000016,1
284567,,284568,1,189,963,26,323,149,180,0,185000000,1
284604,,284605,1,58,907,34,323,153,166,0,250000016,1
284894,,284895,1,19,144,38,275,156,94,0,9000000,1
284917,,284918,1,24,510,38,319,155,149,0,229000000,1
284941,,284942,1,188,1651,24,308,138,189,0,256000000,1
284957,,284958,1,46,939,46,293,139,138,0,40999996,1
284966,,284967,1,37,404,35,321,162,142,0,257000000,1
285035,,285036,1,58,1110,28,317,145,174,0,197000000,1
285282,,285283,1,58,975,33,317,147,168,0,200000000,1
285329,,285330,1,37,625,41,311,152,142,0,117000008,1
285379,,285380,1,37,550,40,312,155,136,0,105999992,1
285496,,285497,1,37,432,35,322,162,138,0,60999996,1
285560,,285561,1,24,716,35,331,159,161,0,205000000,1
285654,,285655,1,37,381,36,319,162,134,0,57999996,1
285659,,285660,1,37,388,33,322,166,135,0,9000000,1
285712,,285713,1,37,415,39,316,159,136,0,104000000,1
285942,,285943,1,37,570,36,330,163,147,0,169000000,1
285947,,285948,1,189,818,29,329,152,172,0,53000000,1
285963,,285964,1,189,884,22,346,154,189,0,36000000,1
286094,,286095,1,2,36,29,258,157,75,0,1000000,1
286107,,286108,1,27,352,39,298,159,113,0,32000002,1
286222,,286223,1,58,1076,32,318,138,176,0,4999999,1
286357,,286358,1,37,516,41,309,158,129,0,52000000,1
286380,,286381,1,58,1196,34,313,136,173,0,79999992,1
286709,,286710,1,58,1263,40,313,133,175,0,37000004,1
286723,,286724,1,189,1036,28,337,148,185,0,1000000,1
286779,,286780,1,189,1061,29,335,147,183,0,0,1
286805,,286806,1,5,175,33,272,160,87,0,36000000,1
287262,,287263,1,31,474,44,280,150,106,0,85000008,1
287327,,287328,1,58,841,44,318,151,153,0,1000000,1
287379,,287380,1,58,1299,48,314,131,175,0,79999992,1
287438,,287439,1,192,872,24,350,159,181,0,218000000,1
287509,,287510,1,5,391,41,273,153,94,0,109000000,1
287656,,287657,1,58,1123,41,328,143,176,0,194000016,1
287826,,287827,1,31,330,42,291,164,107,0,178000000,1
287885,,287886,1,27,303,40,301,168,112,0,25000000,1
288029,,288030,1,58,732,49,337,161,156,0,101000008,1
288046,,288047,1,192,1056,25,348,157,184,0,218000000,1
288098,,288099,1,58,1199,53,315,132,172,0,137000000,1
288182,,288183,1,58,1112,50,329,145,170,0,40000000,1
288408,,288409,1,45,834,37,350,171,154,0,25000000,1
288466,,288467,1,58,945,47,332,148,167,0,33999996,1
288853,,288854,1,192,1335,34,323,138,174,0,490000000,1
288944,,288945,1,37,190,25,330,180,121,0,10000000,1
289033,,289034,1,37,394,26,346,176,139,0,0,1
289298,,289299,1,45,803,39,347,164,154,0,25000000,1
289354,,289355,1,192,1111,25,346,157,181,0,353000032,1
289540,,289541,1,37,425,39,314,166,121,0,25000000,1
289625,,289626,1,37,487,28,338,170,140,0,1000000,1
289648,,289649,1,45,901,36,347,161,162,0,16000000,1
289675,,289676,1,22,182,28,303,173,106,0,2000000,1
289839,,289840,1,58,1107,31,349,161,169,0,29000002,1
289850,,289851,1,192,1573,35,309,129,170,0,529000000,1
289853,,289854,1,22,311,31,304,170,108,0,2000000,1
289950,,289951,1,45,782,36,349,166,151,0,37000004,1
289994,,289995,1,37,368,27,327,172,129,0,40999996,1
290021,,290022,1,45,710,32,355,171,157,0,40000000,1
290114,,290115,1,37,628,41,326,161,138,0,18000000,1
290262,,290263,1,45,716,24,371,184,168,0,0,1
290615,,290616,1,45,1080,32,340,153,170,0,4999999,1
290734,,290735,1,37,466,25,339,173,144,0,10000000,1
290833,,290834,1,22,308,28,299,167,112,0,181000000,1
290914,,290915,1,22,214,27,289,166,103,0,137000000,1
291148,,291149,1,37,545,32,327,166,141,0,50000000,1
291152,,291153,1,37,535,33,329,165,142,0,13000000,1
291419,,291420,1,37,631,39,317,159,137,0,100000000,1
291509,,291510,1,191,1,6,409,228,196,0,0,1
291521,,291522,1,31,323,27,291,165,109,0,337999968,1
291524,,291525,1,46,649,39,301,156,125,0,268999968,1
291593,,291594,1,37,366,26,331,173,139,0,67999992,1
291639,,291640,1,46,565,33,304,162,124,0,260999984,1
291640,,291641,1,37,564,34,307,161,127,0,234000000,1
291651,,291652,1,37,374,29,322,168,136,0,201999984,1
291773,,291774,1,58,1181,34,322,140,166,0,121000000,1
291846,,291847,1,37,364,26,329,173,138,0,85000008,1
291960,,291961,1,58,1234,48,304,129,156,0,257000000,1
292056,,292057,1,24,651,33,340,166,152,0,268999968,1
292062,,292063,1,58,1154,41,317,139,159,0,324999968,1
292067,,292068,1,58,1143,30,330,146,169,0,100000000,1
292220,,292221,1,24,781,36,338,161,156,0,490000000,1
292280,,292281,1,24,1045,41,321,142,158,0,509000032,1
292292,,292293,1,58,1152,32,325,143,170,0,101000008,1
292400,,292401,1,191,79,6,411,224,204,0,2000000,1
292516,,292517,1,31,322,28,313,169,125,0,313000032,1
292650,,292651,1,37,367,29,317,170,128,0,162000000,1
292656,,292657,1,58,947,48,314,142,150,0,89000008,1
292764,,292765,1,192,1165,37,318,138,164,0,423999968,1
292968,,292969,1,22,140,23,303,177,112,0,148000016,1
293072,,293073,1,14,51,22,270,169,92,0,85000008,1
293115,,293116,1,5,59,23,277,171,96,0,135999984,1
293144,,293145,1,191,1,5,412,227,203,0,4000000,1
293148,,293149,1,14,34,24,258,165,87,0,26000000,1
293287,,293288,1,189,1174,31,322,141,173,0,112999992,1
293342,,293343,1,37,724,35,330,167,142,0,1000000,1
293360,,293361,1,192,1358,25,343,156,179,0,181000000,1
293411,,293412,1,27,388,35,306,162,124,0,26000000,1
293459,,293460,1,58,838,44,325,147,159,0,4999999,1
293583,,293584,1,22,397,35,312,164,127,0,8000000,1
293909,,293910,1,58,1064,35,326,143,168,0,160000000,1
294028,,294029,1,191,55,6,410,226,207,0,2000000,1
294149,,294150,1,24,933,45,320,144,153,0,360000000,1
294214,,294215,1,24,886,44,322,149,151,0,464000032,1
294215,,294216,1,24,822,44,322,146,153,0,448999968,1
294288,,294289,1,24,1058,44,321,144,155,0,493000000,1
294316,,294317,1,192,824,34,340,155,163,0,650000000,1
294793,,294794,1,58,1007,47,312,138,149,0,169000000,1
294913,,294914,1,191,44,5,413,226,210,0,2000000,1
295134,,295135,1,191,18,4,413,226,208,0,13000000,1
295169,,295170,1,14,92,23,291,175,96,0,90000000,1
295231,,295232,1,22,199,22,289,174,95,0,90000000,1
295263,,295264,1,22,97,21,284,175,91,0,104000000,1
295317,,295318,1,58,1162,47,300,129,150,0,36000000,1
295532,,295533,1,58,959,37,325,143,148,0,169000000,1
295822,,295823,1,58,1062,41,307,135,147,0,73000000,1
295893,,295894,1,58,969,33,326,144,153,0,112999992,1
296033,,296034,1,192,888,25,343,157,164,0,626000000,1
296063,,296064,1,191,15,4,416,227,205,0,2000000,1
296157,,296158,1,191,10,5,413,225,203,0,0,1
296261,,296262,1,191,81,5,408,224,201,0,16999998,1
